id,home_team,away_team
177vu38,buffalo,bowlinggreen
177vu3y,westernmichigan,miamioh
177vu4w,easttennesseestate,wofford
177vu5i,stonybrook,fordham
177wgao,wisconsin,iowa
177wgbj,northernillinois,ohio
177wgcl,abilenechristian,northalabama
177wgdp,northernarizona,portlandstate
177wget,westernillinois,missouristate
177wgft,southeasternlouisiana,lamar
177wggm,bryant,robertmorris
177wghp,charlestonsouthern,lindenwood
177wgik,mercer,chattanooga
177xpc9,nevada,unlv
177xpd3,southern,lincolnca-sheet4-row31-col12
177xpe4,centralarkansas,stephenfaustin
177xpf2,incarnateword,texasamcommerce
177yy9a,newmexico,sanjosestate
177yya8,tennesseestate,norfolkstate
177yyb2,idahostate,easternwashington
177zlfy,pittsburgh,louisville
17807o5,lsu,auburn
17807ox,texastech,kansasstate
17807q1,washingtonstate,arizona
17807r0,georgiastate,marshall
17807ru,texasstate,ulm
17807sp,airforce,wyoming
17807tm,houstonbaptist,prairieviewam
1780tc3,northcarolina,miami
1780td1,kentucky,missouri
1780tdz,notredame,usc
1781eub,oregonstate,ucla
1781ev6,duke,ncstate
1781evz,utsa,uab
1781eww,montanastate,calpoly
1781exw,weberstate,ucdavis
1783iuf,coloradostate,boisestate
1784dig,idaho,montana
1784xhr,hawaii,sandiegostate
17aa03z,liberty,middletennessee
17aap41,jacksonvillestate,wku
17aap54,southalabama,southernmiss
17b2mwh,samhoustonstate,fiu
17b5b0w,utep,newmexicostate
17buxwg,tulsa,rice
17buxxm,marshall,jamesmadison
17bvmny,morganstate,nccu
17bwa0x,northwesternstate,southeasternlouisiana
17cmpt5,temple,smu
17d4h6j,ohiostate,pennstate
17d4h7c,oklahoma,ucf
17d4h8p,arkansas,mississippistate
17d4h9u,georgiatech,bostoncollege
17d4hay,cincinnati,baylor
17d4hc1,uab,memphis
17d4hd4,ohio,westernmichigan
17d4he4,indiana,rutgers
17d4hf5,navy,airforce
17d4hfs,delawarestate,southcarolinastate
17d4hgt,wagner,ccsu
17d4hi2,liu,merrimack
17d4hjb,yale,pennsylvania
17d4hk4,howard,norfolkstate
17d5ry0,duquesne,stfrancis
17d5rzp,stonehill,sacredheart
17d5s0g,bucknell,lehigh
17d5s1d,holycross,lafayette
17d5s2e,cornell,brown
17d5s3g,indianastate,southdakota
17d5s4e,princeton,harvard
17d5s5f,davidson,valparaiso
17d5s6f,dayton,butler
17d5s7b,presbyterian,marist
17d5s8h,northcarolinaat,richmond
17d5s9r,stetson,stthomasmn
17d5sau,chattanooga,easttennesseestate
17d6gi8,vmi,samford
17d6gj2,dartmouth,columbia
17d73op,ecu,charlotte
17d73pe,bowlinggreen,akron
17d73qh,georgiasouthern,ulm
17d73rn,youngstownstate,illinoisstate
17d73st,hampton,delaware
17d73tp,elon,monmouth
17d7rh8,tennesseetech,southeastmissouri
17d7ria,westerncarolina,furman
17d8esf,georgetown,colgate
17d8et2,uapb,alcornstate
17d8etv,missouristate,murraystate
17d8euw,easternillinois,bryant
17d8evr,southernillinois,southdakotastate
17d8ewr,utmartin,charlestonsouthern
17d8ext,tennesseestate,lincolnca-sheet4-row31-col12
17d8eyl,mvsu,jacksonstate
17d92g6,alabama,tennessee
17d92h6,oregon,washingtonstate
17d92hx,illinois,wisconsin
17d92it,tulane,northtexas
17d92jq,iowa,minnesota
17d92kt,missouri,southcarolina
17d92lf,nebraska,northwestern
17d92ml,wakeforest,pittsburgh
17d92n2,westvirginia,oklahomastate
17d92nv,northernillinois,easternmichigan
17d92or,connecticut,usf
17d92pl,ballstate,centralmichigan
17d92qt,kentstate,buffalo
17d92rq,northdakotastate,westernillinois
17d92sm,stonybrook,newhampshire
17d92tl,albany,rhodeisland
17d92um,williammary,towson
17d9q9a,houston,texas
17d9q9y,miamioh,toledo
17d9qb3,southern,bethunecookman
17d9qce,portlandstate,idahostate
17d9qdd,campbell,maine
17d9qep,mercer,wofford
17dadx7,texasamcommerce,nicholls
17db0ic,northerniowa,northdakota
17db0j4,sandiego,drake
17db0k0,stephenfaustin,abilenechristian
17dcalp,fau,utsa
17dcamq,newmexico,hawaii
17dcanv,gardnerwebb,easternkentucky
17dcyzd,northcarolina,virginia
17ddn1z,kansasstate,tcu
17ddn2x,auburn,olemiss
17ddn47,byu,texastech
17ddn58,olddominion,appalachianstate
17ddn63,arkansasstate,coastalcarolina
17ddn6y,unlv,coloradostate
17ddn7y,sanjosestate,utahstate
17ddn8t,northalabama,utahtech
17ddn9i,tarletonstate,moreheadstate
17ddnal,easternwashington,weberstate
17debjw,michiganstate,michigan
17debkt,lsu,army
17debm7,floridastate,duke
17deytd,usc,utah
17deyud,miami,clemson
17deyv5,louisiana,georgiastate
17deyw0,texassouthern,floridaam
17deywy,southernutah,austinpeay
17deyxy,calpoly,northerncolorado
17deyyo,mcneese,incarnateword
17dg6vg,sandiegostate,nevada
17dhxtg,washington,arizonastate
17dhxu8,stanford,ucla
17dhxut,sacramentostate,montanastate
17fopdj,louisianatech,newmexicostate
17fpfja,wku,liberty
17ggeph,fiu,jacksonvillestate
17ght9z,samhoustonstate,utep
17h7wus,ccsu,liu
17h8let,virginiatech,syracuse
17h8lg3,georgiasouthern,georgiastate
17h8lh6,nccu,southcarolinastate
17hypo3,pennsylvania,brown
17hzcvj,charlotte,fau
17ifk35,pennstate,indiana
17ifk42,wakeforest,floridastate
17ifk57,kansasstate,houston
17ifk69,kansas,oklahoma
17ifk70,texasam,southcarolina
17ifk85,bostoncollege,connecticut
17ifk98,northwestern,maryland
17ifka3,ucf,westvirginia
17ifkb0,smu,tulsa
17ifkbo,army,umass
17ifkcm,delawarestate,howard
17ifkda,sacredheart,duquesne
17ifkdv,wagner,stonehill
17ifket,robertmorris,tennesseetech
17ifkfz,yale,columbia
17ig6df,georgetown,lafayette
17igsp1,easternmichigan,westernmichigan
17igspy,stfrancis,merrimack
17igsr2,colgate,bucknell
17igsrw,fordham,holycross
17igst1,illinoisstate,northerniowa
17igstv,cornell,princeton
17igsut,butler,valparaiso
17igsvo,maine,albany
17igswj,williammary,monmouth
17igsxq,drake,stetson
17igsyp,rhodeisland,newhampshire
17igszn,towson,delaware
17ihf4g,gardnerwebb,utmartin
17ihf59,vmi,chattanooga
17ii1dl,ncstate,clemson
17ii1ea,norfolkstate,morganstate
17ii1f3,northdakota,indianastate
17ii1fz,youngstownstate,missouristate
17ii1h6,hampton,northcarolinaat
17ii1i6,southdakota,southdakotastate
17ii1iw,stthomasmn,marist
17ii1jw,villanova,stonybrook
17ii1kp,furman,easttennesseestate
17iindi,westerncarolina,mercer
17ij9q5,northtexas,memphis
17ij9qy,alcornstate,mvsu
17ij9rs,uapb,jacksonstate
17ij9st,grambling,bethunecookman
17ij9td,southernutah,abilenechristian
17ij9ua,montana,northerncolorado
17ij9v3,houstonbaptist,texasamcommerce
17ij9w2,tennesseestate,lindenwood
17ij9wz,nicholls,southeastmissouri
17ij9xn,kennesawstate,lincolnca-sheet4-row31-col12
17ij9yr,samford,citadel
17ijvxl,texas,byu
17ijvyn,utah,oregon
17ijvzj,auburn,mississippistate
17ijw0l,minnesota,michiganstate
17ijw1m,nebraska,purdue
17ijw2k,louisville,duke
17ijw3d,miami,virginia
17ijw4c,baylor,iowastate
17ijw56,utsa,ecu
17ijw60,appalachianstate,southernmiss
17ijw6q,ohio,miamioh
17ijw7o,georgia,florida
17ijw8e,notredame,pittsburgh
17ijw99,alabamaam,alabamastate
17ijwa5,richmond,campbell
17ijwb3,northdakotastate,murraystate
17ikiis,california,usc
17ikiji,rice,tulane
17ikikc,floridaam,prairieviewam
17ikim0,austinpeay,northalabama
17ikimv,portlandstate,easternwashington
17ikinw,idaho,montanastate
17ikiok,northernarizona,ucdavis
17ikiph,harvard,dartmouth
17ikiqb,lamar,incarnateword
17ikir8,charlestonsouthern,bryant
17ikis4,westernillinois,southernillinois
17ilqwt,ulm,arkansasstate
17ilqxs,southalabama,louisiana
17ilqyl,southern,texassouthern
17ilqz6,centralarkansas,tarletonstate
17ilr07,sandiego,moreheadstate
17imd5u,boisestate,wyoming
17imz33,coastalcarolina,marshall
17io8wv,stanford,washington
17io8xk,kentucky,tennessee
17io8yc,texasstate,troy
17io8z9,coloradostate,airforce
17io907,davidson,presbyterian
17iov6h,wisconsin,ohiostate
17iov7g,olemiss,vanderbilt
17iov84,ucla,colorado
17ipgie,georgiatech,northcarolina
17ipgje,arizonastate,washingtonstate
17ipgk7,oklahomastate,cincinnati
17ipgkr,jamesmadison,olddominion
17ipgli,utahtech,easternkentucky
17iqmne,sacramentostate,idahostate
17is9rl,arizona,oregonstate
17is9sa,fresnostate,unlv
17is9t3,nevada,newmexico
17itujd,hawaii,sanjosestate
17kwmhu,centralmichigan,northernillinois
17kxa3e,toledo,buffalo
17lnigv,bowlinggreen,ballstate
17lo7ci,akron,kentstate
17mf1p1,texastech,tcu
17mfqg7,duke,wakeforest
17mfqgv,troy,southalabama
17mfqhj,bethunecookman,mvsu
17n6a9i,dartmouth,princeton
17n6xre,syracuse,bostoncollege
17n7lgx,wyoming,coloradostate
17nng42,rutgers,ohiostate
17nng54,clemson,notredame
17nng69,texas,kansasstate
17nng7e,tennessee,connecticut
17nng89,indiana,wisconsin
17nng8z,northcarolina,campbell
17nng9r,olemiss,texasam
17nngaq,florida,arkansas
17nngbp,michiganstate,nebraska
17nngcm,southcarolina,jacksonvillestate
17nngdn,sacredheart,ccsu
17nngem,wagner,duquesne
17nngfk,stfrancis,liu
17nnggi,lehigh,holycross
17nnghh,brown,yale
17nngif,marist,drake
17nngix,presbyterian,sandiego
17no35a,lafayette,colgate
17no361,columbia,harvard
17nopze,samhoustonstate,kennesawstate
17noq0g,morganstate,delawarestate
17noq1b,fordham,bucknell
17noq2g,indianastate,youngstownstate
17noq3g,delaware,elon
17noq4b,pennsylvania,cornell
17noq54,stetson,davidson
17noq68,maine,hampton
17noq74,bryant,gardnerwebb
17noq87,monmouth,stonybrook
17noq93,newhampshire,villanova
17noqb4,northcarolinaat,towson
17noqc4,easttennesseestate,vmi
17noqd1,albany,williammary
17npddy,chattanooga,furman
17nq022,utah,arizonastate
17nq02q,virginia,georgiatech
17nq03m,temple,navy
17nq04n,alabamaam,floridaam
17nq05h,murraystate,northdakota
17nq06c,southernillinois,southdakota
17nq07d,valparaiso,dayton
17nq084,southeastmissouri,robertmorris
17nq08q,moreheadstate,butler
17nq09h,citadel,mercer
17nq0af,northerniowa,westernillinois
17nqmtv,army,airforce
17nqmuv,tennesseetech,utmartin
17nr8vn,uab,fau
17nr8wg,northtexas,utsa
17nr8xe,memphis,usf
17nr8y4,arkansasstate,louisiana
17nr8z2,missouristate,illinoisstate
17nr8zx,alcornstate,southern
17nr90w,prairieviewam,uapb
17nr91q,jacksonstate,texassouthern
17nr92k,southernutah,lincolnca-sheet4-row31-col12
17nr93s,abilenechristian,utahtech
17nr94s,northerncolorado,idaho
17nr95h,southdakotastate,northdakotastate
17nr96g,lindenwood,easternillinois
17nr97d,wofford,westerncarolina
17nr98a,montanastate,northernarizona
17nrxeu,georgia,missouri
17nrxfm,maryland,pennstate
17nrxge,pittsburgh,floridastate
17nrxh5,oklahomastate,oklahoma
17nrxi8,ecu,tulane
17nrxjh,iowa,northwestern
17nrxkd,minnesota,illinois
17nrxle,louisville,virginiatech
17nrxm9,baylor,houston
17nrxn9,cincinnati,ucf
17nrxny,georgiastate,jamesmadison
17nrxoz,olddominion,coastalcarolina
17nrxpu,umass,merrimack
17nrxql,southcarolinastate,howard
17nrxrp,nccu,norfolkstate
17nslys,vanderbilt,auburn
17nslzs,tulsa,charlotte
17nsm0r,southernmiss,ulm
17nsm1s,nevada,hawaii
17nsm2l,easternwashington,calpoly
17nsm3j,lamar,texasamcommerce
17nsm4j,southeasternlouisiana,mcneese
17nsm5f,charlestonsouthern,tennesseestate
17nsm6a,incarnateword,nicholls
17ntzx2,texasstate,georgiasouthern
17ntzy3,grambling,alabamastate
17ntzz3,easternkentucky,austinpeay
17nu006,northalabama,centralarkansas
17nuooq,oregon,california
17nvcts,appalachianstate,marshall
17nvcup,liberty,louisianatech
17nvcvq,newmexicostate,middletennessee
17nvcwn,newmexico,unlv
17nvcxj,idahostate,weberstate
17nwqf4,iowastate,kansas
17nwqg2,westvirginia,byu
17nwqgm,sandiegostate,utahstate
17nwqhc,tarletonstate,stephenfaustin
17nwqi1,ucdavis,portlandstate
17nxe0b,michigan,purdue
17nxe14,usc,washington
17nxe1v,mississippistate,kentucky
17nxe2l,rice,smu
17nxpm2,alabama,lsu
17ny0o9,ncstate,miami
17ny0pa,montana,sacramentostate
17nz9ns,washingtonstate,stanford
17nz9or,utep,wku
17o0i1u,colorado,oregonstate
17o0i2t,fresnostate,boisestate
17o13pm,arizona,ucla
17q76qe,northernillinois,ballstate
17q76rc,westernmichigan,centralmichigan
17q7usj,buffalo,ohio
17qybo5,miamioh,akron
17qybp4,kentstate,bowlinggreen
17qz0dr,toledo,easternmichigan
17rqa42,louisville,virginia
17rqa4q,louisiana,southernmiss
17sivcg,smu,northtexas
17sivd4,uapb,grambling
17sky6f,unlv,wyoming
17sxe7s,kentucky,alabama
17sxe8a,clemson,georgiatech
17sxe8q,tulane,tulsa
17sxe9k,illinois,indiana
17sxeaj,nebraska,maryland
17sxebn,southcarolina,vanderbilt
17sxecm,bostoncollege,virginiatech
17sxedg,kansas,texastech
17sxeeh,usf,temple
17sxef4,pennstate,michigan
17sxefw,army,holycross
17sxegs,princeton,yale
17sxehd,delawarestate,norfolkstate
17sxei8,merrimack,ccsu
17sxej5,duquesne,stonehill
17sxek2,liu,wagner
17sxeky,illinoisstate,murraystate
17sxelu,youngstownstate,southdakotastate
17sxemv,robertmorris,charlestonsouthern
17sxenh,monmouth,newhampshire
17sxeo8,southcarolinastate,morganstate
17sy0ez,lafayette,fordham
17sy0fq,columbia,brown
17symjt,liberty,olddominion
17symkz,bucknell,georgetown
17symlt,colgate,lehigh
17symmm,bethunecookman,alabamaam
17symnj,indianastate,westernillinois
17symod,campbell,delaware
17symp9,harvard,pennsylvania
17symq6,southdakota,northdakota
17symqw,moreheadstate,davidson
17symry,hampton,williammary
17symss,easternillinois,tennesseestate
17symtk,dayton,marist
17symu9,rhodeisland,northcarolinaat
17symv6,valparaiso,stetson
17symw7,stonybrook,albany
17symx3,villanova,towson
17symxz,westerncarolina,easttennesseestate
17sz925,furman,vmi
17sz92u,dartmouth,cornell
17szvbz,jamesmadison,connecticut
17szvco,colorado,arizona
17szvdd,wakeforest,ncstate
17szve8,charlotte,memphis
17szvex,georgiastate,appalachianstate
17szvfj,ulm,troy
17szvga,austinpeay,utahtech
17szvh0,richmond,elon
17szvi7,lindenwood,bryant
17szvjg,drake,presbyterian
17szvkh,citadel,wofford
17t0i24,tennesseetech,gardnerwebb
17t1580,kansasstate,baylor
17t158q,louisianatech,samhoustonstate
17t159f,utahstate,nevada
17t15ad,mvsu,alabamastate
17t15b6,southern,prairieviewam
17t15c1,abilenechristian,tarletonstate
17t15cw,montanastate,easternwashington
17t15e7,weberstate,idaho
17t15f0,northernarizona,northerncolorado
17t15fn,missouristate,northerniowa
17t15gb,utmartin,southeastmissouri
17t15h0,kennesawstate,virginialynchburg-sheet4-row31-col19
17t15hu,mercer,samford
17t1stj,floridastate,miami
17t1su5,washington,utah
17t1sut,missouri,tennessee
17t1svr,wisconsin,northwestern
17t1swl,iowa,rutgers
17t1sx6,purdue,minnesota
17t1sxw,ucf,oklahomastate
17t1syr,coastalcarolina,texasstate
17t1szo,middletennessee,fiu
17t1t0i,wku,newmexicostate
17t1t1e,pittsburgh,syracuse
17t1t2e,navy,uab
17t1t3a,howard,nccu
17t1t40,northdakotastate,southernillinois
17t2g92,arkansas,auburn
17t2g9p,california,washingtonstate
17t2gax,fau,ecu
17t2gby,nicholls,lamar
17t2gcx,sandiego,stthomasmn
17t33sx,texasamcommerce,southeasternlouisiana
17t3qra,southalabama,arkansasstate
17t3qs6,centralarkansas,easternkentucky
17t3qsy,stephenfaustin,southernutah
17t3qtx,sacramentostate,calpoly
17t4f9d,oregonstate,stanford
17t53u7,idahostate,ucdavis
17t6f87,georgia,olemiss
17t6f94,oklahoma,westvirginia
17t6f9t,houston,cincinnati
17t6fak,marshall,georgiasouthern
17t6fba,coloradostate,sandiegostate
17t727w,lsu,florida
17t728s,tcu,texas
17t729f,texasam,mississippistate
17t72ad,utsa,rice
17t72b9,ohiostate,michiganstate
17t7o6c,northcarolina,duke
17t7o76,mcneese,houstonbaptist
17t8utf,ucla,arizonastate
17t8uu9,portlandstate,montana
17t9yq9,boisestate,newmexico
17ta8ra,byu,iowastate
17taiot,oregon,usc
17taipb,sanjosestate,fresnostate
17tb1tm,hawaii,airforce
17tb1ub,floridaam,lincolnca-sheet4-row31-col12
17tqyse,texassouthern,alcornstate
17vggfb,bowlinggreen,toledo
17vglrk,northernillinois,westernmichigan
17vgozo,easternmichigan,akron
17vgviq,bowlinggreen,toledo
17vgvjd,northernillinois,westernmichigan
17vgvk0,easternmichigan,akron
17w6n42,ohio,centralmichigan
17w6n4w,miamioh,buffalo
17x05nn,pittsburgh,bostoncollege
17x05oe,southeasternlouisiana,nicholls
17x05pb,alabamaam,mvsu
17xuccr,utsa,usf
17xw6oo,washingtonstate,colorado
17y9i5h,maryland,michigan
17y9i6c,pennstate,rutgers
17y9i7m,byu,oklahoma
17y9i8q,olemiss,ulm
17y9i9i,fau,tulane
17y9iab,indiana,michiganstate
17y9ib0,northwestern,purdue
17y9ic0,miami,louisville
17y9icz,memphis,smu
17y9ie0,alabama,chattanooga
17y9iev,texasam,abilenechristian
17y9ifp,army,coastalcarolina
17y9igv,mississippistate,southernmiss
17y9ihw,connecticut,sacredheart
17y9iiu,navy,ecu
17y9ijt,ccsu,stfrancis
17y9ikr,merrimack,duquesne
17y9ill,wagner,post-sheet2-row17-col02
17y9imj,marist,bucknell
17y9ini,holycross,georgetown
17y9io8,lehigh,lafayette
17y9ioy,brown,dartmouth
17y9ipw,yale,harvard
17y9iql,robertmorris,easternillinois
17y9ir8,butler,drake
17y9is1,stetson,sandiego
17y9ist,wofford,furman
17y9itj,vmi,westerncarolina
17yaqvw,liberty,umass
17yaqwr,howard,morganstate
17yaqy7,stonehill,liu
17yaqz7,northcarolinaat,campbell
17yar09,delaware,villanova
17yar14,cornell,columbia
17yar28,elon,hampton
17yar32,bryant,southeastmissouri
17yar3w,gardnerwebb,charlestonsouthern
17yar4v,newhampshire,maine
17yar69,albany,monmouth
17yar73,samford,utmartin
17yar7y,presbyterian,moreheadstate
17yar8p,towson,rhodeisland
17yar9q,williammary,richmond
17yarao,easttennesseestate,citadel
17yarbl,colgate,fordham
17yarch,pennsylvania,princeton
17yc1dh,charlotte,rice
17yc1eh,jamesmadison,appalachianstate
17yc1fb,ballstate,kentstate
17yc1gn,jacksonvillestate,louisianatech
17yc1ho,middletennessee,utep
17yc1iq,wyoming,hawaii
17yc1js,nccu,delawarestate
17yc1kr,norfolkstate,southcarolinastate
17yc1lv,northdakota,illinoisstate
17yc1mj,austinpeay,centralarkansas
17yc1ns,easternkentucky,stephenfaustin
17yc1oi,montana,montanastate
17yc1pc,northerncolorado,portlandstate
17yc1qs,southernillinois,indianastate
17yc1rs,murraystate,youngstownstate
17yc1sn,westernillinois,southdakota
17yc1to,stthomasmn,valparaiso
17ycosh,arizona,utah
17ycot5,westvirginia,cincinnati
17ydbvx,virginia,duke
17ydbwh,tulsa,northtexas
17ydbxx,uab,temple
17ydbys,arkansasstate,texasstate
17ydbzr,coloradostate,nevada
17ydc0q,prairieviewam,alabamastate
17ydc1l,jacksonstate,alcornstate
17ydc2h,texassouthern,uapb
17ydc3a,southdakotastate,missouristate
17ydc3z,houstonbaptist,incarnateword
17ydc4v,tennesseestate,tennesseetech
17ydc5p,ucdavis,sacramentostate
17ydyp4,tennessee,georgia
17ydyqe,usc,ucla
17ydyrl,clemson,northcarolina
17ydysw,tcu,baylor
17ydytm,iowa,illinois
17ydyum,virginiatech,ncstate
17ydyvc,notredame,wakeforest
17ydyw6,wku,samhoustonstate
17ydywy,troy,louisiana
17ydyxv,airforce,unlv
17ydyyr,bethunecookman,floridaam
17yelku,ohiostate,minnesota
17yellt,arizonastate,oregon
17yelmp,auburn,newmexicostate
17yelo1,houston,oklahomastate
17yeloy,easternwashington,northernarizona
17yelpv,lamar,mcneese
17yfvzc,texastech,ucf
17yfw0o,southalabama,marshall
17yfw24,northerniowa,northdakotastate
17yh8up,georgiasouthern,olddominion
17yhx27,floridastate,northalabama
17yhx30,stanford,california
17yik8g,kansas,kansasstate
17yik9a,utahstate,boisestate
17yikaj,idaho,idahostate
17yikbm,davidson,dayton
17yikcn,utahtech,southernutah
17yj88b,oregonstate,washington
17yj89b,wisconsin,nebraska
17yj8ad,arkansas,fiu
17yj8bq,missouri,florida
17yj8d1,southcarolina,kentucky
17yjuux,lsu,georgiastate
17yjuvx,iowastate,texas
17yjuwx,georgiatech,syracuse
17yjuxs,calpoly,weberstate
17ymude,fresnostate,newmexico
17ymue0,sanjosestate,sandiegostate
180u6yz,westernmichigan,bowlinggreen
180uvjp,buffalo,easternmichigan
181stgv,ucla,california
1828bpk,alabamastate,tuskegee-sheet2-row15-col13
182dy2u,mississippistate,olemiss
182v9tz,oklahoma,tcu
182v9ux,nebraska,iowa
182v9w0,bostoncollege,miami
182v9x5,centralmichigan,toledo
182v9y8,akron,ohio
182v9zi,temple,memphis
182zyog,newmexico,utahstate
182zyp8,tulane,utsa
1830ml4,arkansas,missouri
1830mm3,boisestate,airforce
1835er3,michiganstate,pennstate
1835err,texas,texastech
1836rhr,oregon,oregonstate
183mt2e,lsu,texasam
183mt36,louisville,kentucky
183mt3z,purdue,indiana
183mt4q,umass,connecticut
183mt5l,duke,pittsburgh
183mt6f,ucf,houston
183mt72,smu,navy
183mt7x,southernmiss,troy
183mt9a,kentstate,northernillinois
183mta0,ballstate,miamioh
183mtar,michigan,ohiostate
183mtbo,samhoustonstate,middletennessee
183o454,rice,fau
183o467,northdakota,sacramentostate
183pg4v,syracuse,wakeforest
183pg60,ecu,tulsa
183pg6n,northtexas,uab
183pg7c,olddominion,georgiastate
183pg8a,southern,grambling
183pg96,richmond,nccu
183qs29,utah,colorado
183qs35,louisiana,ulm
183qs3x,fiu,wku
183qs4u,unlv,sanjosestate
183qs67,mercer,gardnerwebb
183qs7x,austinpeay,chattanooga
183rfxa,auburn,alabama
183rfxy,tennessee,vanderbilt
183rfyl,minnesota,wisconsin
183rfzm,illinois,northwestern
183rg0p,rutgers,maryland
183rg1p,arizonastate,arizona
183rg2e,virginia,virginiatech
183rg34,oklahomastate,byu
183rg3o,appalachianstate,georgiasouthern
183rg4g,coastalcarolina,jamesmadison
183rg57,marshall,arkansasstate
183rg5t,utep,liberty
183rg83,northdakotastate,drake
183rjyg,delaware,lafayette
183rjzd,southernillinois,nicholls
183s3df,washington,washingtonstate
183s3e1,newmexicostate,jacksonvillestate
183tdt7,youngstownstate,duquesne
183w2c9,florida,floridastate
183w2cz,stanford,notredame
183w2du,baylor,westvirginia
183w2em,texasstate,southalabama
183wpji,georgiatech,georgia
183wpk5,southcarolina,clemson
183wpl4,cincinnati,kansas
183wplu,usf,charlotte
183xb4n,kansasstate,iowastate
183xb5l,ncstate,northcarolina
183yjq9,nevada,wyoming
1840c06,ucla,california
1840c0t,sandiegostate,fresnostate
1840wmp,hawaii,coloradostate
188p109,liberty,newmexicostate
188qbu2,rcfb-sheetl-row02-col01,rcfb-sheetl-row02-col01
188qre7,oregon,washington
1896p8u,oklahomastate,texas
1896p9o,miamioh,toledo
1896pat,albany,richmond
1896pbe,villanova,youngstownstate
1897xwc,furman,chattanooga
189980b,southdakota,sacramentostate
1899819,southdakotastate,mercer
189ahqr,unlv,boisestate
189ahrm,montanastate,northdakotastate
189brev,tulane,smu
189brft,georgia,alabama
189brgn,troy,appalachianstate
189brhd,floridaam,prairieviewam
189go15,michigan,iowa
189go22,louisville,floridastate
189hszf,montana,delaware
189iwi1,idaho,southernillinois
18e1mbp,montana,furman
18egk86,southdakotastate,villanova
18ejrk4,southdakota,northdakotastate
18ekefp,army,navy
18esxau,idaho,albany
18huu2a,fortvalleystate-sheet2-row15-col07,johnsoncsmith-sheet2-row02-col05
18hv5od,eastmississippicc-sheet4-row21-col04,iowawesterncc-sheet4-row18-col03
18jct8d,southdakotastate,albany
18jct8w,sunycortland-sheet3-row08-col03,northcentral-sheet3-row04-col07
18jsz2a,georgiasouthern,ohio
18ju69y,howard,floridaam
18jvfic,harding-sheet2-row05-col04,coloradomines-sheet2-row14-col05
18jx250,jacksonvillestate,louisiana
18jymxi,miamioh,appalachianstate
18jzwex,montana,northdakotastate
18k1g6k,newmexicostate,fresnostate
18k3m27,ucla,boisestate
18k5ozz,california,texastech
18k7ps1,hosei-sheet6-row03-col07,kwanseigakuin-sheet6-row02-col07
18lc4ja,keiser-sheet4-row11-col03,northwesternia-sheet4-row04-col11
18lfr8y,wku,olddominion
18mhqd2,utsa,marshall
18o18dg,usf,syracuse
18ogu2m,acc,floridastate
18oqq8u,georgiatech,ucf
18p8nn2,troy,duke
18p8no7,arkansasstate,northernillinois
18pd1qz,jamesmadison,airforce
18pd1rv,georgiastate,utahstate
18phd1s,southalabama,easternmichigan
18phz33,utah,northwestern
18pldyo,coastalcarolina,sanjosestate
18rdyqw,bowlinggreen,minnesota
18risi1,texasstate,rice
18rnjff,kansas,unlv
18s6r9q,virginiatech,tulane
18sbres,northcarolina,westvirginia
18sfbqf,louisville,usc
18sgq11,texasam,oklahomastate
18svukf,smu,bostoncollege
18t0ien,rutgers,miami
18t5hhy,ncstate,kansasstate
18taa8w,arizona,oklahoma
18tqd3a,clemson,kentucky
18tt4l2,oregonstate,notredame
18tv7yy,memphis,iowastate
18u1f6v,missouri,ohiostate
18uiqbe,olemiss,pennstate
18ulfw9,auburn,maryland
18uo86j,georgia,floridastate
18uoxb5,toledo,wyoming
18vzm3k,wisconsin,lsu
18w0xpg,iowa,tennessee
18w0xqp,liberty,oregon
18w6kt1,alabama,michigan
18wbuu4,texas,washington
190y1iq,montana,southdakotastate
191zla4,washington,michigan
